id,age,statut,bac_serie,cible,niveau_agronomie,niveau_algorithme,niveau_algèbre,niveau_analyse,niveau_analyse_mathématique,niveau_anglais,niveau_assainissement,niveau_autocad,niveau_bactériologie,niveau_base_de_données,niveau_biochimie,niveau_biologie_animale,niveau_biologie_cellulaire,niveau_botanique,niveau_chimie,niveau_comptabilité,niveau_dessin,niveau_droit,niveau_ecologie,niveau_economie,niveau_econométrie,niveau_electricité,niveau_electronique,niveau_environnement,niveau_enzymologie,niveau_finance_publique,niveau_fiscalité,niveau_français,niveau_génétique,niveau_géologie,niveau_html_css,niveau_hydraulique,niveau_hygiène,niveau_industries_pharmaceutiques,niveau_informatique,niveau_informatique_scientifique,niveau_langage_c,niveau_logique,niveau_macroéconomie_microéconomie,niveau_maintenance,niveau_marketing,niveau_mathématique_discrète,niveau_mathématique_financière,niveau_mathématiques,niveau_musique,niveau_mécanique,niveau_nutrition_humaine,niveau_organisation_dentreprise,niveau_ouvrages_métalliques,niveau_pharmacologie,niveau_physiologie_animale,niveau_physiologie_végétale,niveau_physique,niveau_probabilité_statistique,niveau_pétrologie,niveau_science_des_aliments,niveau_sites_touristiques,niveau_statistiques_appliquée,niveau_structure_de_données,niveau_structure_des_ordinateurs,niveau_technique_bancaire,niveau_thermodynamique,niveau_thermophysique,niveau_virologie,niveau_zootechnie,travail_equipe,autonomie,analyse_synthese,creativite,gestion_projet,environnement,secteur,filiere_nom
163,25,0,2,2,1,4,4,2,5,3,2,1,1,3,3,1,2,2,1,2,2,1,2,2,3,2,4,3,3,2,1,4,2,1,5,1,2,1,3,3,4,3,1,3,2,3,2,2,2,1,1,1,1,3,2,2,2,4,1,1,1,2,4,4,2,3,2,2,3,0,1,0,0,0,4,6,ESIIA
164,42,0,1,10,2,2,2,4,3,4,2,3,5,1,4,4,4,2,5,1,1,2,1,2,2,1,3,2,5,3,3,3,5,1,3,2,3,4,3,1,3,1,2,3,3,1,3,2,1,2,1,1,3,4,5,5,1,2,2,3,1,3,2,3,2,5,2,5,2,1,1,0,0,1,2,2,PIP
165,35,0,1,5,3,3,3,2,3,4,3,3,1,1,1,1,3,1,3,5,1,5,3,4,3,2,3,3,1,5,2,3,1,2,3,2,1,1,2,1,2,2,2,3,5,1,2,1,3,2,2,5,2,2,3,1,1,2,1,1,1,1,2,3,5,2,1,3,2,0,1,0,1,0,4,9,FIC
166,22,1,1,13,3,1,2,2,3,3,5,4,1,3,1,3,1,3,3,2,5,3,1,2,1,1,1,1,2,1,3,5,1,4,3,4,3,2,1,3,3,1,2,3,3,2,1,3,3,1,2,1,4,3,2,2,5,1,2,1,1,3,1,3,3,4,1,2,3,0,0,0,1,1,4,1,GCA
167,33,1,5,2,1,4,3,2,3,2,1,2,3,3,1,3,2,2,2,3,2,1,1,2,1,1,4,1,2,2,2,5,3,3,3,1,3,3,2,3,3,3,1,3,1,5,3,1,1,2,1,1,1,2,1,1,1,4,2,2,2,1,3,5,3,3,3,2,2,1,1,1,0,1,0,10,ESIIA
168,30,0,4,8,3,2,1,4,3,4,2,2,5,3,5,5,4,3,5,2,1,3,2,2,3,1,2,1,4,3,2,5,5,2,3,3,3,2,4,1,1,1,2,2,1,2,1,1,1,3,2,2,1,2,4,4,2,3,1,3,2,1,2,3,2,4,3,4,2,1,0,0,0,1,4,14,BIO
169,36,1,2,2,2,4,4,1,3,1,2,2,1,4,2,1,1,2,1,3,2,3,2,1,3,1,5,1,3,3,1,4,2,1,4,1,3,3,1,4,5,1,1,2,1,4,3,2,2,2,2,2,1,3,2,2,3,4,2,2,3,2,4,4,2,3,1,1,1,0,0,0,0,1,4,11,ESIIA
170,25,0,1,13,2,3,1,3,1,4,4,4,1,2,1,2,2,3,3,2,5,3,1,1,3,2,1,1,2,1,3,4,3,5,3,4,3,3,1,3,2,3,2,2,2,3,2,3,1,2,2,3,4,2,3,1,5,3,3,1,3,1,1,2,1,4,1,3,1,1,1,0,1,0,1,13,GCA
171,34,1,4,16,2,3,2,3,1,5,1,1,1,2,2,2,3,4,2,1,1,2,5,3,3,2,3,4,1,2,1,5,1,1,1,2,4,2,1,2,3,3,2,2,5,1,3,1,2,2,4,4,2,3,2,3,2,1,2,5,5,1,1,3,2,3,2,1,2,0,1,0,1,1,3,1,TEH
172,38,0,0,1,1,3,3,3,4,1,1,3,1,4,1,3,3,3,2,2,2,1,1,3,3,2,2,1,1,1,2,5,2,3,5,2,3,1,1,3,5,3,3,2,3,4,3,1,4,2,3,1,1,1,2,2,1,4,3,2,2,2,3,1,2,1,1,3,1,1,1,0,1,0,2,0,IMTICIA
173,36,0,1,0,1,5,5,1,3,1,1,2,3,4,2,2,3,2,3,5,3,2,2,2,2,1,2,2,3,2,3,5,3,2,3,2,3,3,3,5,3,1,2,1,3,3,5,2,1,1,3,5,2,1,3,1,1,5,3,1,2,3,5,3,2,3,1,2,3,1,1,1,1,1,1,0,IGGLIA
174,40,0,3,16,2,2,3,2,2,3,1,2,3,1,2,3,1,5,3,3,3,1,5,4,2,1,2,4,2,1,1,4,3,1,1,2,5,1,2,2,3,1,1,2,4,2,2,3,3,3,4,4,3,2,1,3,1,2,3,4,5,1,1,2,2,1,3,3,2,1,1,0,1,1,3,2,TEH
175,39,1,4,13,1,3,1,2,1,4,4,5,2,1,2,3,3,2,3,1,5,2,1,1,3,2,3,2,3,3,3,4,2,5,2,5,2,2,2,1,3,1,2,1,1,3,2,3,3,3,2,1,5,1,2,1,4,3,1,2,3,2,1,1,1,5,3,1,2,0,1,1,1,0,0,9,GCA
176,41,1,3,16,3,1,3,3,2,3,1,3,3,1,2,3,2,4,2,3,3,1,4,3,1,1,3,4,3,1,1,3,1,2,1,3,5,2,1,1,2,2,2,1,4,3,2,3,3,2,4,5,1,3,1,1,1,3,3,4,4,3,3,3,3,1,2,2,2,1,0,1,1,1,2,11,TEH
177,32,0,2,3,1,4,4,1,5,2,1,3,2,3,3,3,3,3,2,1,2,1,2,3,2,2,1,1,2,3,3,3,2,3,5,2,3,1,1,5,3,2,5,2,3,3,2,3,2,2,1,3,2,2,2,3,3,1,3,3,3,5,3,3,2,3,3,2,3,1,0,0,0,0,1,10,ISAIA
178,33,1,2,3,1,5,3,1,3,3,2,2,1,3,3,2,1,1,3,1,2,2,3,3,1,1,2,1,3,2,2,3,3,3,5,1,1,2,2,4,5,2,4,1,3,3,2,3,1,1,3,1,3,3,1,1,1,1,1,2,2,4,4,1,3,3,3,3,3,1,0,0,1,1,2,14,ISAIA
179,43,0,2,4,2,1,3,1,1,5,2,1,1,2,1,1,3,3,2,4,1,5,2,5,3,2,1,1,2,4,4,5,3,3,2,2,3,1,3,3,1,3,2,2,4,1,2,2,2,1,2,4,1,1,3,3,2,3,1,1,2,1,3,3,4,2,1,2,3,0,1,0,1,0,0,7,CAA
180,25,0,2,16,2,1,1,1,1,3,3,3,2,3,3,3,1,5,1,2,2,3,4,4,3,2,3,4,1,2,1,5,2,2,1,2,5,1,1,1,1,3,1,1,5,3,3,3,1,1,4,4,1,1,1,2,1,2,1,5,5,3,3,1,2,1,3,2,2,0,0,0,1,0,2,11,TEH
181,45,0,3,11,5,3,2,4,3,4,2,3,4,1,5,5,5,2,4,1,1,3,1,2,3,3,1,1,5,3,1,3,4,3,2,3,2,1,3,2,1,2,2,3,2,2,1,1,2,3,2,2,1,2,5,5,1,1,1,2,1,3,2,3,1,5,1,5,4,1,1,0,0,1,4,9,AEE
182,45,0,3,13,3,1,1,3,2,5,5,5,2,3,3,3,3,2,1,2,5,3,1,1,1,2,3,2,1,1,3,4,2,5,1,5,2,2,3,2,3,3,1,1,2,3,3,4,2,1,2,2,4,2,1,2,3,2,2,3,3,1,2,1,3,4,2,3,3,1,0,1,0,1,4,4,GCA
183,45,0,1,8,1,1,3,4,1,3,3,1,4,3,5,5,4,3,4,1,3,2,2,1,3,2,3,3,4,3,1,4,4,1,3,2,1,3,3,1,1,2,3,2,3,2,1,3,2,2,1,1,2,3,5,5,2,3,2,2,2,3,1,1,2,4,2,4,3,0,0,0,1,1,5,6,BIO
184,39,1,1,1,3,3,3,1,5,3,3,3,3,5,2,3,3,1,3,1,3,2,3,3,3,2,2,2,1,3,2,3,2,1,4,1,2,2,3,3,5,1,2,3,2,4,1,2,4,2,3,2,3,1,2,2,1,4,3,1,2,3,5,3,1,3,2,2,2,1,0,0,1,1,3,2,IMTICIA
185,38,1,1,15,1,2,1,1,1,4,2,3,3,2,3,1,1,4,2,1,3,1,4,3,3,3,2,5,2,1,2,5,3,1,3,2,1,2,2,3,3,3,1,3,4,1,3,2,2,2,3,2,3,2,2,2,3,1,3,1,4,1,1,3,3,2,3,3,2,1,1,1,0,1,5,1,TEE
186,27,0,0,7,3,3,3,3,2,4,2,2,2,1,1,1,3,3,1,5,3,5,3,3,5,1,2,2,1,4,2,4,2,2,1,1,2,2,3,1,1,3,5,1,4,1,3,3,1,1,3,4,3,3,1,1,2,1,2,1,2,3,2,3,5,3,1,2,2,0,0,1,1,1,1,13,EMP
187,26,1,0,4,2,1,3,1,3,3,2,1,3,2,2,2,3,3,3,4,3,5,1,5,1,3,3,2,1,4,4,3,1,3,2,1,3,1,2,2,1,2,1,3,5,2,1,1,3,1,3,4,1,2,1,2,3,3,1,3,1,1,2,3,5,3,2,3,3,0,1,1,0,1,4,14,CAA
188,39,0,4,9,2,3,2,5,2,3,1,1,5,2,5,5,4,3,5,1,1,2,2,3,1,2,3,2,4,2,2,5,5,3,1,1,2,2,5,1,2,1,3,2,2,3,2,2,2,2,2,2,2,1,5,5,3,1,2,4,2,2,2,1,3,4,3,4,3,0,1,0,0,0,4,1,IAA
189,29,1,3,10,3,1,3,4,2,5,1,1,5,3,4,5,4,2,5,2,1,3,3,1,1,1,1,3,4,3,2,4,4,1,2,2,1,4,5,3,1,1,2,3,1,2,3,2,1,3,2,1,1,4,5,4,1,3,3,3,1,1,3,3,2,4,3,5,2,1,0,1,1,1,1,4,PIP
190,30,0,0,15,2,3,2,2,2,5,3,3,1,2,1,2,3,5,2,3,3,1,5,3,3,1,2,4,2,2,2,5,1,3,2,2,1,3,1,1,3,1,1,2,4,1,1,2,3,2,3,3,3,1,1,2,2,2,2,3,5,1,1,2,3,3,3,2,1,1,0,1,1,1,5,3,TEE
191,32,1,2,10,3,3,1,4,2,5,1,2,4,1,4,4,4,1,5,1,1,2,2,1,3,3,2,1,5,2,1,4,4,2,2,3,3,5,5,2,3,2,3,3,1,1,2,3,3,1,3,3,2,5,5,5,1,2,3,3,1,1,3,3,2,4,2,5,1,0,1,0,0,1,4,3,PIP
192,35,0,0,3,3,4,5,1,3,2,3,3,1,4,3,1,1,2,2,2,3,3,2,2,3,2,2,3,3,3,3,3,1,3,3,1,3,1,2,3,4,3,4,1,3,5,3,2,2,3,3,3,2,3,3,3,2,1,1,1,1,4,3,3,1,1,1,2,1,1,0,0,0,1,2,7,ISAIA
193,27,0,0,10,3,2,2,5,3,4,2,2,5,3,4,4,4,3,5,3,1,2,3,2,2,3,2,3,4,3,2,5,5,1,1,2,2,5,5,2,1,3,3,1,2,2,1,3,1,1,2,2,3,4,4,5,2,1,2,2,3,1,3,2,1,5,3,5,2,0,1,1,0,0,4,14,PIP
194,37,0,2,15,2,3,3,3,1,3,2,1,3,3,1,3,3,4,1,1,2,1,4,4,3,3,1,5,1,3,2,3,3,3,3,1,2,3,2,3,1,3,3,2,4,3,2,2,3,3,1,1,1,3,1,3,2,1,1,2,4,2,3,1,3,3,2,1,3,0,1,1,1,0,1,9,TEE
195,36,1,0,2,1,3,5,1,3,2,3,3,1,3,1,1,3,2,2,1,3,1,2,3,3,1,4,2,1,2,3,4,1,2,3,3,2,2,1,3,4,1,1,2,2,5,2,2,1,2,2,3,2,2,3,3,2,4,1,3,2,1,5,4,3,2,2,3,3,1,0,1,1,0,3,3,ESIIA
196,24,0,0,8,1,3,3,4,2,3,2,3,5,2,5,4,5,3,4,3,2,1,1,2,2,2,2,3,4,1,2,4,4,2,3,1,1,2,5,2,3,3,3,2,3,2,2,1,2,3,2,3,2,2,5,5,1,1,3,1,2,2,2,3,2,4,1,4,2,0,0,0,1,0,5,4,BIO
197,43,0,1,4,2,1,3,1,1,3,2,2,1,1,1,1,2,1,3,4,1,5,1,5,1,2,1,2,3,5,4,4,3,2,2,3,1,1,2,1,2,1,2,2,5,3,3,2,3,2,3,4,2,2,3,3,3,1,1,3,1,1,2,2,5,3,1,3,3,1,0,0,0,1,0,3,CAA
198,31,0,1,9,1,2,1,5,2,4,3,2,4,2,5,4,4,2,4,2,1,2,3,3,1,3,2,1,4,2,1,5,5,3,2,1,2,3,5,2,2,1,2,2,2,3,3,1,3,2,3,2,2,3,5,5,1,1,2,5,3,1,1,1,2,5,1,5,2,0,1,1,0,0,4,7,IAA
199,19,1,3,11,5,2,2,5,1,5,2,1,5,2,5,4,5,2,5,3,1,3,1,2,3,1,3,3,5,1,1,3,4,1,3,1,3,2,4,2,2,2,3,3,1,3,3,3,2,1,1,2,2,1,4,4,2,3,3,1,2,3,3,2,2,5,1,4,5,0,1,0,0,1,5,9,AEE
200,35,1,1,16,1,2,3,2,1,4,2,3,3,1,2,3,3,4,3,2,1,3,5,4,1,2,1,4,2,3,1,4,2,2,3,3,5,1,1,1,1,3,2,1,4,3,2,3,3,3,5,5,3,3,2,3,2,2,3,4,5,2,2,2,2,1,2,3,2,0,0,1,1,1,0,13,TEH
201,38,0,6,2,1,3,5,3,4,2,2,2,2,5,2,1,1,3,3,1,3,2,3,2,2,1,5,3,3,2,1,4,3,1,4,3,1,1,2,3,3,1,3,2,1,3,3,2,3,2,2,1,2,3,2,2,2,4,3,3,3,3,4,5,1,2,2,2,2,1,0,0,1,1,0,13,ESIIA
202,42,0,1,10,1,2,3,5,2,4,1,3,4,3,4,4,4,3,5,1,2,3,1,1,3,3,2,3,4,2,1,5,5,3,3,1,1,5,4,3,1,1,2,3,1,2,1,2,1,1,1,3,2,5,4,5,1,1,2,3,3,1,3,2,1,4,2,4,1,0,1,1,1,0,4,4,PIP
203,40,1,3,3,3,5,3,2,4,3,1,2,2,5,1,2,2,3,3,3,3,2,2,1,1,1,2,3,1,3,1,4,2,3,4,1,1,2,1,4,3,2,4,2,3,4,1,2,2,2,3,2,2,2,3,2,3,2,3,1,1,4,5,2,1,1,2,3,2,1,1,0,1,1,4,10,ISAIA
204,22,1,3,9,1,3,2,5,2,5,1,1,4,3,5,4,4,2,5,3,3,3,3,2,2,3,1,2,4,3,3,4,5,2,2,3,1,3,4,1,2,2,1,3,1,2,1,2,1,1,1,2,3,3,4,4,2,2,2,4,3,3,1,3,1,5,3,4,2,0,1,0,1,0,5,0,IAA
205,36,0,1,14,3,1,3,3,1,3,3,5,1,1,3,2,3,2,4,3,1,3,1,1,3,5,1,1,1,1,3,5,2,2,1,3,1,2,3,1,1,2,1,2,1,2,1,3,3,3,1,3,2,2,3,1,5,2,4,3,2,3,1,3,3,3,5,1,2,1,1,1,0,1,3,8,ICMP
206,38,0,5,9,1,2,2,5,3,4,1,1,5,1,5,5,5,1,4,1,2,3,2,1,2,2,3,3,4,1,1,3,4,2,3,2,2,3,4,1,3,2,3,1,3,3,1,2,1,1,2,1,1,3,4,5,3,2,3,5,3,2,1,2,2,5,2,4,2,1,1,1,1,1,2,6,IAA
207,18,1,2,13,2,2,3,1,2,4,4,4,1,3,3,2,2,2,1,2,5,2,2,3,3,3,1,1,3,3,2,4,1,4,1,4,2,3,2,3,3,2,1,3,2,3,3,4,1,2,3,3,5,1,1,1,5,2,2,3,2,2,2,1,2,4,3,1,2,1,0,0,1,0,3,7,GCA
208,28,0,4,7,2,3,3,2,3,3,1,1,3,3,3,2,2,2,3,4,1,5,2,1,5,2,2,1,3,5,2,5,3,1,1,1,3,2,2,2,2,1,4,3,5,1,3,2,1,3,2,5,2,3,2,3,1,3,1,3,1,3,1,3,4,3,1,3,2,0,0,1,1,1,2,14,EMP
209,38,0,1,4,3,2,2,3,3,5,2,1,2,3,2,1,3,2,1,4,1,5,2,4,2,1,3,3,2,5,4,5,2,3,3,1,1,1,1,2,1,1,1,3,4,1,3,2,1,2,2,4,3,1,1,2,1,2,2,1,1,2,1,1,5,1,2,1,2,0,1,0,1,1,2,3,CAA
210,36,1,0,12,1,3,3,3,3,3,1,4,1,2,3,3,2,3,2,2,4,1,1,3,2,5,5,3,1,2,1,3,2,2,2,1,2,2,2,1,2,3,2,4,3,1,3,5,2,5,1,2,5,1,1,1,3,3,1,1,3,1,1,3,2,4,1,3,1,1,1,1,0,1,0,14,EMII
211,22,1,4,16,1,2,1,1,1,4,1,2,2,3,2,2,3,5,1,1,2,1,5,3,3,1,2,4,3,2,3,5,3,1,1,1,4,2,1,1,2,1,1,2,5,2,3,2,1,3,4,5,2,2,2,1,2,3,3,5,4,2,2,3,3,1,1,1,3,0,0,0,0,0,4,4,TEH
212,25,0,1,3,3,4,4,3,4,3,3,3,3,5,2,1,2,2,2,3,1,3,3,1,3,2,3,1,1,1,1,3,3,1,3,1,2,2,1,5,4,2,5,1,3,5,2,2,1,2,3,2,3,2,1,3,2,3,3,2,2,4,4,2,2,3,2,3,1,1,1,0,1,1,3,8,ISAIA
213,21,0,2,4,1,1,3,3,2,3,2,2,2,2,3,1,3,1,2,4,1,4,1,4,3,3,2,3,3,4,4,5,2,3,1,3,3,1,2,1,1,3,1,3,4,3,1,3,3,2,1,5,1,2,2,2,3,2,2,2,2,1,3,2,4,1,2,3,3,1,0,0,0,1,0,7,CAA
214,42,1,6,5,1,2,1,3,2,4,3,1,1,2,1,1,2,1,2,4,3,4,1,5,1,3,2,2,1,4,3,4,3,1,3,3,2,1,3,2,2,1,3,3,5,1,1,3,2,2,1,5,2,1,3,2,2,3,1,3,3,2,2,1,4,1,3,3,3,1,0,1,1,1,0,1,FIC
215,44,1,1,8,2,3,3,5,2,5,2,2,4,1,4,5,4,3,5,1,3,2,3,2,1,3,2,3,5,3,3,5,5,1,3,1,3,3,3,3,1,1,1,2,3,3,3,3,2,2,3,3,1,2,5,5,3,3,1,2,3,3,2,3,1,4,3,4,1,1,0,1,1,0,4,13,BIO
216,29,1,1,8,1,2,2,4,2,4,3,3,5,1,4,5,5,2,4,2,1,2,2,3,3,3,1,2,5,1,3,3,5,2,3,2,3,1,4,1,2,3,2,2,2,2,2,1,1,2,1,1,1,3,5,5,3,3,1,2,3,3,1,1,1,4,3,5,2,0,1,1,1,0,5,1,BIO
217,37,0,0,9,1,2,1,4,3,3,3,2,4,2,4,4,4,1,5,3,1,1,1,2,1,1,3,2,5,2,3,5,4,2,1,3,3,2,5,3,2,3,2,3,2,2,2,2,2,1,2,3,2,1,4,5,3,1,3,4,1,3,3,2,3,5,1,4,3,1,0,1,1,0,2,7,IAA
218,36,0,6,15,1,1,3,2,3,5,1,2,2,3,1,1,3,5,1,3,2,3,5,5,1,3,3,5,2,3,1,4,1,3,2,2,3,3,3,2,2,1,3,3,5,1,3,3,3,2,1,3,1,3,2,3,1,1,3,1,5,3,1,3,1,1,3,1,1,0,1,0,1,0,0,6,TEE
219,43,0,3,12,1,2,1,1,2,4,1,5,2,2,1,1,2,2,1,1,5,3,3,1,2,5,4,3,2,1,3,3,3,1,3,2,1,1,1,3,1,1,2,5,2,1,3,5,2,4,1,1,5,1,3,1,4,1,3,1,3,2,3,1,2,4,3,1,2,0,0,0,1,1,0,10,EMII
220,36,0,5,5,2,1,3,1,3,4,2,3,3,2,2,1,3,3,1,5,1,5,1,4,2,1,2,1,2,4,2,5,3,3,1,3,1,3,3,2,3,3,3,3,5,3,3,1,2,2,1,5,1,2,3,2,2,2,2,1,2,1,2,1,5,3,2,3,2,1,1,1,0,0,0,1,FIC
221,36,1,3,9,1,3,2,4,3,3,1,2,5,1,5,4,5,3,4,3,2,3,3,1,1,1,2,1,4,3,2,3,4,2,1,3,3,3,3,1,2,1,3,1,2,1,1,3,2,1,2,1,2,2,4,4,1,3,1,5,2,3,3,3,3,5,1,5,2,0,1,1,1,1,4,3,IAA
222,26,0,3,15,2,1,3,2,1,5,3,1,1,3,1,1,1,5,1,1,3,2,4,5,2,3,3,5,2,3,2,4,3,2,1,1,2,1,1,3,2,1,1,3,4,2,2,1,1,1,1,2,1,1,3,1,1,2,3,2,5,3,1,2,3,1,3,3,1,0,1,0,0,0,1,4,TEE
223,29,0,5,5,1,2,2,1,2,5,1,1,1,3,1,2,3,3,2,4,2,4,1,5,3,1,1,3,2,4,1,5,1,2,3,3,1,3,3,1,3,2,2,1,4,1,3,1,1,2,1,4,2,3,1,1,3,1,3,3,1,1,3,2,5,2,3,3,2,1,0,1,1,1,5,10,FIC
224,33,1,1,14,3,2,1,1,2,5,3,4,2,2,1,2,3,1,5,2,1,1,2,2,3,4,2,1,3,2,1,4,2,2,2,3,2,2,2,2,2,2,2,3,2,1,3,5,1,1,1,3,1,3,1,3,5,3,5,2,3,2,2,3,2,1,5,1,2,0,1,1,1,0,0,5,ICMP
225,39,0,2,5,1,2,1,3,1,4,3,3,1,2,3,3,3,1,3,5,3,4,1,5,2,2,1,3,1,5,2,5,3,3,3,3,1,3,1,1,1,1,1,1,5,1,2,2,1,3,1,4,2,1,2,3,2,3,2,2,2,3,1,2,5,1,3,1,1,0,1,0,1,0,3,10,FIC
226,40,1,3,15,1,1,3,1,2,3,1,1,2,2,2,2,1,4,3,3,2,2,4,4,1,2,3,5,2,1,2,3,1,1,3,2,3,2,1,1,3,1,3,2,5,3,1,2,3,2,1,3,3,2,1,2,2,1,3,2,4,2,2,1,1,3,1,3,2,1,1,1,1,0,1,12,TEE
227,39,0,3,14,1,3,1,3,3,3,2,5,1,2,2,2,1,3,5,3,2,2,2,3,2,5,3,2,1,2,3,4,3,1,2,2,2,1,2,3,1,3,2,3,1,1,1,3,1,1,1,2,1,1,3,1,3,1,4,3,1,3,2,3,1,1,5,3,2,0,0,0,0,0,5,14,ICMP
228,23,0,6,2,1,4,5,1,3,1,3,1,2,4,3,3,1,2,1,3,2,3,3,1,2,2,4,2,1,3,1,3,1,1,4,1,3,3,1,5,3,3,1,1,1,4,1,1,2,3,3,2,3,2,3,3,2,4,2,2,2,3,3,4,3,3,2,2,1,0,0,0,1,1,5,0,ESIIA
229,20,0,5,13,2,1,3,3,1,4,5,4,3,2,3,2,2,2,3,2,5,2,2,2,2,3,3,1,1,3,1,3,3,5,2,5,2,2,2,2,2,2,1,1,3,2,2,3,1,2,2,3,4,2,2,1,4,3,1,1,3,1,1,1,1,5,2,1,2,1,0,0,1,1,0,13,GCA
230,25,0,3,8,2,2,2,4,2,5,1,2,4,1,5,5,5,1,4,3,2,1,2,2,1,2,3,1,5,3,2,5,5,3,1,3,1,3,4,2,3,2,3,1,2,3,2,1,1,2,2,2,1,1,5,4,2,3,2,2,3,2,3,2,3,4,1,5,3,0,0,0,1,1,4,5,BIO
231,21,0,0,16,2,1,3,2,2,5,3,2,1,2,2,1,2,4,2,1,2,1,4,5,1,2,2,5,3,1,2,4,2,2,3,3,4,3,1,3,3,1,2,3,4,3,1,3,3,2,4,5,2,3,1,2,2,1,1,5,4,1,3,3,2,1,2,2,1,1,1,0,1,1,0,4,TEH
232,26,0,3,14,2,1,3,1,2,3,1,4,2,3,2,2,1,2,5,3,1,3,2,3,2,5,1,2,3,1,3,4,2,3,3,1,3,1,3,3,3,1,2,1,1,1,1,3,3,1,3,1,1,2,2,2,3,2,5,1,2,2,3,1,3,2,5,3,1,0,0,1,0,0,4,13,ICMP
233,25,0,3,8,3,1,1,4,2,3,1,1,4,1,4,5,5,2,5,1,3,2,2,1,3,3,3,2,4,1,1,5,4,1,1,3,2,1,4,3,1,3,2,3,1,2,1,1,3,1,3,3,3,2,5,5,3,2,1,1,3,2,2,1,2,5,2,4,3,1,1,0,1,1,1,1,BIO
234,30,1,3,1,1,3,5,3,5,2,3,3,1,5,2,2,2,1,3,3,1,3,2,1,3,1,2,1,1,1,2,3,2,3,4,3,2,2,2,5,3,2,2,3,3,4,3,1,4,3,1,1,1,3,1,1,2,4,2,2,2,3,5,1,1,1,2,1,3,0,1,1,0,1,2,0,IMTICIA
235,42,0,0,9,1,2,2,4,1,5,3,3,4,2,4,4,4,1,4,2,3,3,3,2,2,1,3,3,5,1,3,5,4,1,1,2,3,2,3,1,2,2,2,2,1,1,3,1,3,1,2,3,2,3,5,4,2,1,3,5,1,1,3,2,1,4,3,5,3,1,0,0,1,1,0,5,IAA
236,44,0,1,14,3,2,3,3,3,3,2,5,2,1,3,2,2,2,5,2,1,3,2,3,3,5,2,2,1,3,2,3,2,2,3,2,2,3,3,1,1,2,3,3,1,3,2,5,3,3,1,3,1,1,3,2,3,2,4,3,3,1,3,1,3,1,5,3,3,0,0,1,1,0,1,13,ICMP
237,35,1,2,11,5,1,3,5,3,4,3,1,4,3,5,4,4,3,4,3,1,2,1,1,3,2,1,2,5,1,3,5,4,1,1,1,1,2,3,1,1,3,1,1,2,2,1,2,2,3,2,1,3,3,5,5,2,2,1,2,2,3,3,2,3,4,3,5,4,1,1,1,0,1,4,13,AEE
238,42,0,0,12,3,3,3,2,3,4,1,5,1,2,1,2,2,3,1,1,4,3,3,3,1,5,5,3,2,1,3,4,1,2,2,3,3,2,1,3,2,1,1,4,3,3,1,5,2,4,3,1,5,2,3,3,4,3,3,3,1,2,3,1,3,5,1,2,2,0,0,1,1,1,0,2,EMII
239,24,0,1,2,2,5,5,1,4,1,2,1,1,4,3,3,2,1,3,2,3,1,1,1,1,1,4,2,2,2,3,4,1,3,5,3,2,3,3,3,4,2,1,2,2,5,3,2,1,1,1,2,3,2,2,2,3,4,1,1,1,1,3,4,3,1,2,3,3,1,1,1,0,0,3,1,ESIIA
240,25,0,1,1,3,5,4,1,4,1,3,1,1,5,3,2,3,3,1,2,1,2,1,2,1,1,3,2,2,2,1,3,1,2,5,3,3,3,1,3,5,1,3,1,1,4,3,1,4,1,3,2,3,2,1,2,2,4,2,1,2,2,3,1,3,3,2,2,2,0,0,1,1,0,1,8,IMTICIA
241,33,1,2,9,1,2,1,4,3,3,3,1,5,2,5,5,5,3,5,2,3,3,2,2,2,3,2,2,4,2,2,3,5,2,3,3,3,3,3,2,3,2,2,2,3,3,1,2,2,1,3,1,2,2,4,5,3,3,2,5,2,3,2,3,3,4,3,4,3,1,0,1,1,0,4,9,IAA
242,23,0,3,16,2,3,1,1,3,5,2,1,3,2,2,1,2,5,3,2,3,2,5,3,2,3,1,5,1,2,3,4,1,1,1,2,5,2,3,3,2,3,3,2,4,2,1,2,3,2,4,5,2,2,2,1,1,1,1,5,4,1,1,2,1,3,3,2,1,0,1,0,0,0,0,5,TEH
243,27,0,1,8,3,3,3,5,3,4,1,1,4,3,5,4,4,2,4,3,3,1,1,1,3,3,3,2,5,1,1,3,5,1,1,2,3,1,3,1,2,1,1,1,3,2,2,3,3,2,2,1,1,1,4,5,3,2,2,1,3,2,3,2,1,5,1,5,2,1,1,0,1,1,4,9,BIO
244,29,0,0,6,3,3,2,1,2,3,1,2,2,2,2,1,3,2,1,2,3,5,1,4,3,3,1,2,3,4,5,5,2,2,2,1,2,2,3,2,2,4,2,2,5,1,2,2,2,2,1,4,1,3,3,3,3,3,1,1,2,2,1,1,1,3,1,1,3,0,1,0,1,1,0,2,DTJA
245,26,1,1,13,2,2,1,3,1,3,4,4,3,3,3,1,2,3,2,2,4,1,1,1,3,3,1,1,1,2,1,5,1,5,3,5,3,1,1,3,1,1,1,2,1,2,3,3,3,3,1,2,4,1,1,2,3,1,1,3,2,3,2,2,1,5,1,3,1,0,0,0,0,1,0,4,GCA
