matiere__maths,matiere__physique,matiere__info_algo,matiere__biologie,matiere__chimie,matiere__economie_gestion,matiere__droit,matiere__technique_manuel,matiere__langues,matiere__tourisme,matiere__arts,competence__programmation,competence__analyse_quantitative,competence__communication,competence__gestion_projet,competence__manuel_technique,competence__creativite,interet__recherche,interet__entrepreneuriat,interet__terrain,interet__donnees_finance,interet__sante_bio,interet__industrie,environnement_souhaite,moyenne_generale,domaine,parcours,profil_frontiere
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,mixte,16.59,biotechnologies,AEE,0
0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,1,,laboratoire,9.57,biotechnologies,IAA,0
1,0,1,,0,0,1,0,1,,0,1,0,0,1,0,0,0,1,0,0,0,0,bureau,15.15,informatique,IGGLIA,1
1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,,0,1,0,0,0,0,0,bureau,12.7,informatique,ESIIA,0
0,0,,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,,mixte,14.04,gestion_finance,CAA,1
0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,bureau,12.34,informatique,ISAIA,0
1,1,0,1,0,1,0,0,0,,0,1,0,,0,1,1,0,0,0,1,0,0,bureau,12.07,informatique,IGGLIA,1
1,1,0,,1,0,0,1,0,0,0,,0,0,1,0,0,1,0,0,0,,0,laboratoire,15.31,biotechnologies,AEE,0
0,0,,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,,0,0,terrain,12.27,tourisme_environnement,TEH,0
1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,terrain,11.01,industrie_btp,GCA,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,bureau,9.34,gestion_finance,EMP,0
1,0,0,0,0,1,1,0,0,0,0,0,0,1,,0,1,0,0,0,1,0,1,bureau,11.95,gestion_finance,EMP,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,atelier,16.98,industrie_btp,GCA,0
,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,terrain,12.39,tourisme_environnement,TEH,0
0,1,,1,1,0,0,0,1,,0,0,1,0,0,0,0,0,0,1,0,,1,laboratoire,12.96,gestion_finance,DTJA,0
1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,bureau,12.46,informatique,ESIIA,1
1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,bureau,12.93,gestion_finance,FIC,0
0,0,0,0,0,0,0,,1,1,0,0,0,1,1,0,1,1,0,1,0,,0,bureau,14.84,tourisme_environnement,TEH,0
0,0,1,0,0,0,0,0,0,0,0,0,1,,1,0,,1,1,0,0,0,0,bureau,14.69,informatique,ISAIA,0
1,0,0,1,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,laboratoire,15.79,biotechnologies,IAA,0
1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,bureau,13.71,informatique,IMTICIA,0
1,0,,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,1,1,0,0,0,mixte,11.19,industrie_btp,ICMP,1
1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,atelier,15.28,informatique,IMTICIA,0
1,,1,,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,bureau,15.79,informatique,IGGLIA,0
0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,bureau,13.11,gestion_finance,CAA,0
1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,bureau,15.79,informatique,ISAIA,0
0,0,0,1,0,1,0,0,0,0,,0,0,1,1,0,0,0,0,,0,0,0,bureau,9.35,tourisme_environnement,TEH,1
1,0,,,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,0,1,terrain,13.76,tourisme_environnement,TEH,1
1,0,0,0,0,0,1,0,0,0,0,,0,1,1,0,,0,1,0,1,,0,bureau,16.12,biotechnologies,IAA,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,,0,,0,0,0,0,1,atelier,14.52,industrie_btp,ICMP,0
0,0,,1,1,0,0,,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,laboratoire,14.53,biotechnologies,IAA,0
0,0,0,0,0,0,1,,0,1,,0,,1,1,0,1,0,0,,0,0,1,mixte,14.38,tourisme_environnement,TEH,0
0,0,0,0,0,0,0,0,0,1,0,,1,1,,0,0,0,0,0,0,0,0,mixte,10.36,tourisme_environnement,TEH,0
0,0,0,1,0,0,,0,0,1,0,0,0,1,,1,0,1,0,1,0,1,0,terrain,15.99,tourisme_environnement,TEH,0
0,0,0,1,,0,0,0,,0,0,0,1,0,1,0,0,1,0,0,0,1,0,laboratoire,15.51,biotechnologies,IAA,0
1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,laboratoire,11.52,biotechnologies,IAA,0
1,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1,0,1,0,0,bureau,15.32,gestion_finance,CAA,1
0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,atelier,9.56,biotechnologies,AEE,0
1,,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,1,1,0,0,bureau,17.34,informatique,ESIIA,0
0,0,0,0,1,0,0,0,,0,0,0,1,,0,1,1,1,0,0,0,1,1,terrain,11.45,biotechnologies,AEE,0
,1,1,0,,0,,1,0,0,0,1,,1,1,0,0,0,0,0,1,0,0,laboratoire,14.35,informatique,IMTICIA,0
1,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,1,,0,0,0,bureau,9.87,informatique,ESIIA,0
1,1,,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,laboratoire,14.04,informatique,IGGLIA,0
0,0,0,0,0,1,0,,0,0,0,,1,0,1,0,1,0,1,0,1,0,0,terrain,10.6,gestion_finance,FIC,0
0,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,terrain,11.16,tourisme_environnement,TEH,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,atelier,9.38,industrie_btp,ICMP,0
0,0,,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,mixte,12.7,tourisme_environnement,TEH,0
1,0,1,0,0,1,0,0,1,,0,1,1,0,0,0,0,1,0,0,1,0,,mixte,13.55,informatique,ISAIA,1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,atelier,9.43,industrie_btp,ICMP,0
0,,0,1,1,0,,0,0,0,0,0,1,0,0,0,0,1,,0,0,1,1,laboratoire,11.05,biotechnologies,PIP,0
,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,bureau,10.16,gestion_finance,DTJA,0
0,1,1,0,0,0,0,1,0,,0,0,0,1,0,1,0,1,0,,0,0,,atelier,12.32,industrie_btp,GCA,0
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,0,1,0,1,0,0,0,terrain,15.0,tourisme_environnement,TEH,0
0,1,0,0,0,,0,0,0,0,0,1,1,0,,0,0,0,0,,0,1,0,bureau,15.47,informatique,IGGLIA,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,terrain,11.3,tourisme_environnement,TEH,0
0,1,,0,0,1,1,0,1,0,0,0,1,0,0,,0,0,,0,1,0,0,bureau,14.09,gestion_finance,EMP,0
1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,atelier,14.29,biotechnologies,IAA,0
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,laboratoire,12.41,biotechnologies,IAA,0
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,terrain,9.95,tourisme_environnement,TEH,1
,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,1,1,laboratoire,10.3,industrie_btp,EMII,1
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,bureau,13.51,industrie_btp,EMII,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,1,1,laboratoire,8.76,biotechnologies,AEE,0
1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,,0,0,1,0,1,0,0,bureau,10.14,gestion_finance,EMP,0
1,,0,0,0,1,0,0,,0,0,0,1,0,1,0,0,0,0,0,1,0,1,bureau,13.36,gestion_finance,CAA,1
1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,atelier,13.17,industrie_btp,ICMP,1
0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,laboratoire,11.29,biotechnologies,AEE,0
0,0,1,0,0,,1,1,0,0,0,0,1,1,1,,0,,0,0,1,0,0,bureau,14.93,gestion_finance,FIC,1
1,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,,1,,0,0,1,0,laboratoire,13.46,biotechnologies,PIP,0
0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,1,0,0,0,0,0,laboratoire,14.37,biotechnologies,PIP,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,1,1,0,0,0,0,terrain,9.89,tourisme_environnement,TEH,0
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,,1,0,,,0,1,bureau,15.54,gestion_finance,CAA,0
1,0,1,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,1,,0,bureau,12.97,informatique,ISAIA,1
1,0,,0,0,0,0,0,1,0,,1,0,0,1,0,0,1,1,0,0,0,0,bureau,12.95,informatique,ESIIA,0
0,0,0,0,0,0,0,1,0,,0,0,1,0,0,1,1,0,0,1,,0,0,terrain,14.57,industrie_btp,ICMP,0
0,,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,,0,0,1,0,,terrain,12.48,gestion_finance,EMP,0
1,0,0,1,0,0,0,0,,1,0,0,0,1,0,0,1,0,0,1,0,1,0,terrain,15.93,tourisme_environnement,TEH,0
1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,mixte,11.81,informatique,ISAIA,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,mixte,7.75,industrie_btp,ICMP,0
0,0,0,0,0,0,0,1,,0,0,0,1,0,1,,1,,0,0,0,0,1,terrain,14.9,industrie_btp,ICMP,0
0,1,1,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,1,bureau,16.39,informatique,IGGLIA,0
1,,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,,0,0,1,atelier,12.85,industrie_btp,GCA,0
0,0,0,0,0,0,1,0,,1,0,0,1,1,1,0,1,1,0,0,0,1,0,bureau,13.16,tourisme_environnement,TEH,1
1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,laboratoire,15.43,biotechnologies,IAA,0
0,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,laboratoire,12.44,biotechnologies,AEE,0
1,1,1,0,1,1,0,,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,bureau,14.01,industrie_btp,ICMP,0
1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,bureau,13.81,informatique,IGGLIA,0
0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,terrain,12.52,informatique,ISAIA,1
1,1,0,0,0,1,0,0,1,0,1,,1,0,0,0,1,0,,0,1,0,0,bureau,13.76,industrie_btp,GCA,1
0,0,0,0,0,1,1,0,1,0,1,1,1,,1,0,0,1,1,0,1,0,0,mixte,10.18,gestion_finance,CAA,0
0,1,0,,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,bureau,10.76,gestion_finance,DTJA,0
0,,0,1,1,0,0,0,1,1,0,0,0,1,0,1,,0,0,1,0,0,1,terrain,15.08,tourisme_environnement,TEH,0
0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,terrain,17.3,biotechnologies,AEE,1
1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,laboratoire,14.65,biotechnologies,IAA,0
0,0,,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,terrain,12.07,biotechnologies,AEE,0
1,0,1,0,0,0,0,0,1,0,0,1,0,,0,0,1,1,0,0,0,0,0,bureau,9.88,informatique,IGGLIA,0
1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1,,0,bureau,11.51,gestion_finance,DTJA,0
1,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,bureau,13.1,gestion_finance,EMP,1
1,1,0,1,0,0,0,1,0,0,,0,,0,,1,0,0,0,0,0,1,1,laboratoire,10.83,industrie_btp,ICMP,1
1,1,0,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,laboratoire,13.11,biotechnologies,PIP,1
0,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,atelier,12.6,informatique,IMTICIA,1
1,1,1,0,0,0,0,0,1,0,0,1,,0,0,0,0,,0,0,,0,0,atelier,13.32,informatique,IGGLIA,0
0,,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,terrain,13.83,informatique,IMTICIA,0
,0,0,0,0,1,1,1,1,0,0,1,1,0,0,,0,,0,0,1,,,mixte,10.28,gestion_finance,CAA,0
1,1,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,mixte,15.09,informatique,IGGLIA,0
,0,0,0,0,0,,0,0,1,0,,1,0,1,0,0,0,1,1,1,0,0,terrain,11.52,tourisme_environnement,TEH,1
0,1,0,0,0,1,,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,bureau,15.22,informatique,ISAIA,1
0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,terrain,16.53,industrie_btp,EMII,0
0,0,0,0,,1,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,1,,terrain,15.94,tourisme_environnement,TEH,0
1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,,0,0,0,terrain,9.2,industrie_btp,GCA,0
1,1,0,0,1,0,0,0,0,0,0,,0,1,1,0,0,1,1,1,0,0,1,atelier,9.62,industrie_btp,EMII,0
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,terrain,17.32,informatique,ESIIA,0
1,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,mixte,14.72,informatique,IGGLIA,0
1,0,,0,0,,1,0,0,0,,0,1,,1,0,1,1,0,,0,0,0,mixte,12.36,gestion_finance,EMP,0
,1,0,1,0,,0,,0,1,0,0,,1,0,1,0,0,,1,1,0,0,terrain,13.61,tourisme_environnement,TEH,0
0,0,0,1,1,0,0,0,,,0,0,1,0,0,0,,0,0,0,0,0,0,laboratoire,12.27,biotechnologies,PIP,0
1,1,1,0,0,0,0,0,,0,0,1,1,0,1,0,0,0,1,0,1,0,0,bureau,9.64,informatique,IGGLIA,1
0,,0,0,1,0,1,,0,0,0,0,1,0,0,1,0,0,,1,0,,1,atelier,10.72,industrie_btp,GCA,1
,0,0,0,0,1,0,0,1,1,1,0,,0,0,,1,0,0,0,0,0,0,mixte,9.74,tourisme_environnement,TEH,0
0,1,0,0,0,1,1,0,0,,0,0,1,0,0,0,1,0,1,0,,0,0,bureau,8.49,gestion_finance,EMP,0
1,0,1,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,1,,0,bureau,15.29,informatique,ESIIA,0
0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,bureau,10.93,biotechnologies,PIP,0
,0,0,0,0,0,0,0,,0,0,0,1,0,1,1,1,0,0,0,0,0,,bureau,10.36,tourisme_environnement,TEH,1
,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,atelier,12.58,tourisme_environnement,TEH,0
1,1,0,1,1,0,0,0,0,,0,,0,0,1,0,,1,0,0,0,0,0,laboratoire,13.77,biotechnologies,PIP,0
0,0,0,0,0,,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,laboratoire,15.18,gestion_finance,CAA,0
,0,0,0,0,1,0,0,0,,0,0,1,1,,0,0,0,1,0,0,0,0,bureau,12.84,tourisme_environnement,TEH,1
,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,mixte,10.36,gestion_finance,CAA,0
0,,1,0,1,0,0,,1,1,0,0,,1,1,1,0,0,0,1,0,0,0,terrain,13.93,tourisme_environnement,TEH,0
1,,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,,1,0,1,terrain,12.02,gestion_finance,EMP,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,laboratoire,16.86,biotechnologies,PIP,0
0,0,1,1,0,1,0,,1,1,0,0,1,1,0,,0,1,0,1,0,1,0,terrain,13.48,tourisme_environnement,TEH,0
1,0,1,,0,,,0,1,0,0,1,0,0,,0,1,0,1,0,0,0,0,bureau,10.33,informatique,IMTICIA,0
0,0,0,0,,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,,1,terrain,11.99,industrie_btp,ICMP,0
0,0,0,0,0,0,0,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,bureau,11.47,industrie_btp,EMII,0
0,0,0,1,0,0,0,1,,1,0,0,0,,0,0,0,0,1,0,0,0,0,terrain,10.0,informatique,ISAIA,0
0,0,0,0,0,0,0,1,0,0,0,,0,,0,0,0,0,0,1,0,0,1,atelier,10.22,industrie_btp,ICMP,0
,,0,0,0,0,0,0,1,0,0,,1,0,0,,1,1,1,0,,0,0,mixte,11.27,informatique,ISAIA,0
1,,0,0,0,0,0,1,0,0,0,0,,1,0,1,0,0,0,1,0,0,1,terrain,12.85,industrie_btp,EMII,0
0,1,,1,1,0,0,1,0,0,,0,,0,0,0,0,0,0,1,0,0,0,laboratoire,12.71,biotechnologies,AEE,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,atelier,11.24,industrie_btp,EMII,1
0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,laboratoire,13.53,biotechnologies,IAA,0
1,1,0,0,0,0,0,1,,0,0,0,,1,0,1,0,1,1,0,0,0,1,atelier,12.88,industrie_btp,EMII,0
,0,0,0,0,0,,0,1,1,1,0,1,,0,0,1,0,0,1,0,1,0,terrain,12.69,tourisme_environnement,TEH,0
1,0,0,0,0,1,,0,1,0,0,,0,0,0,,0,0,0,,1,0,1,bureau,11.13,gestion_finance,CAA,0
0,0,0,0,0,1,0,0,,1,0,0,,1,1,0,0,0,0,1,0,0,0,terrain,12.62,industrie_btp,GCA,0
0,0,0,0,0,0,,0,1,1,,0,1,1,0,1,1,0,1,1,0,0,0,terrain,14.2,tourisme_environnement,TEH,0
,0,0,0,0,1,,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,bureau,9.45,tourisme_environnement,TEH,0
0,1,0,1,1,0,0,0,1,0,0,0,1,0,,,0,,1,0,0,1,0,laboratoire,12.77,biotechnologies,AEE,0
1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,atelier,12.36,informatique,IGGLIA,0
1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,mixte,13.2,gestion_finance,FIC,0
0,0,1,1,0,0,0,0,0,,,1,0,0,,0,0,1,0,,,0,0,atelier,13.61,gestion_finance,CAA,1
0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,,0,0,1,0,1,0,terrain,14.29,tourisme_environnement,TEH,0
1,0,0,1,,0,0,0,0,0,0,0,0,0,1,,,0,0,1,1,1,1,laboratoire,14.01,biotechnologies,PIP,0
1,,1,1,0,1,0,0,0,0,0,,1,1,0,0,1,1,0,0,0,0,0,bureau,15.61,informatique,IMTICIA,0
1,0,0,0,0,,1,,0,1,0,0,0,,,0,0,0,1,0,,1,0,bureau,14.52,gestion_finance,EMP,1
1,0,0,0,0,1,,0,1,0,,0,1,0,1,0,0,0,1,0,0,0,1,bureau,12.14,gestion_finance,EMP,1
1,1,1,0,0,0,,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,bureau,15.41,informatique,IMTICIA,0
1,0,0,1,1,0,0,0,0,0,0,0,1,,0,1,1,1,0,0,0,1,0,laboratoire,15.5,biotechnologies,PIP,0
1,0,1,0,0,1,0,0,0,0,,,1,1,0,0,,0,1,,0,0,0,atelier,9.34,gestion_finance,FIC,1
0,0,,0,0,,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,terrain,14.27,tourisme_environnement,TEH,0
,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,bureau,12.84,gestion_finance,EMP,0
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,,0,0,0,bureau,10.79,informatique,ESIIA,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,terrain,12.3,tourisme_environnement,TEH,0
0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,laboratoire,10.7,biotechnologies,IAA,0
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,bureau,14.25,gestion_finance,EMP,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,mixte,11.31,gestion_finance,EMP,0
0,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,0,1,0,0,0,bureau,13.31,tourisme_environnement,TEH,1
0,,0,1,0,0,0,1,0,0,,0,1,0,0,1,1,1,0,0,0,0,1,atelier,13.63,biotechnologies,AEE,0
0,0,0,0,,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,,0,terrain,10.2,tourisme_environnement,TEH,0
1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,,0,0,0,0,0,0,bureau,11.16,gestion_finance,EMP,0
0,0,0,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,1,0,laboratoire,13.71,biotechnologies,AEE,0
,0,1,1,1,0,0,0,1,0,0,,0,0,1,0,0,1,1,0,0,0,0,laboratoire,14.67,biotechnologies,PIP,0
1,1,1,0,0,,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,mixte,11.14,informatique,ISAIA,0
1,0,1,0,0,0,0,0,0,0,0,1,1,,1,0,1,1,1,0,0,0,0,bureau,11.98,biotechnologies,PIP,0
0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,bureau,8.9,tourisme_environnement,TEH,0
1,0,,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,,0,0,0,0,bureau,10.3,informatique,IGGLIA,0
0,0,0,1,1,,0,0,1,0,,0,1,1,1,0,0,0,0,0,0,0,0,laboratoire,11.7,biotechnologies,IAA,0
0,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,1,laboratoire,10.74,biotechnologies,AEE,0
,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,bureau,10.63,biotechnologies,AEE,0
,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,terrain,14.05,industrie_btp,ICMP,0
1,1,0,0,0,,0,1,0,0,0,0,0,0,0,1,,0,1,0,0,0,1,bureau,13.25,industrie_btp,GCA,0
,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,bureau,14.29,informatique,IMTICIA,0
0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,,0,1,1,0,0,bureau,10.8,gestion_finance,FIC,0
0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,bureau,11.85,informatique,IMTICIA,1
0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,laboratoire,13.36,biotechnologies,AEE,0
,,0,0,,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,mixte,13.6,industrie_btp,GCA,0
0,0,1,0,0,1,0,0,0,,,0,1,1,,0,1,,1,0,0,0,0,mixte,12.51,gestion_finance,EMP,0
